<<<<<<< HEAD
gfx,cu_num,M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle,libtype,solidx,splitK,us,kernelName,err_ratio,tflops,bw
256,72,384,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,7,14,9.8399,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.029,40.28,669.98
256,80,384,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,8,14,9.8919,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0282,44.52,678.67
256,88,384,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,8,14,10.1146,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0286,47.9,675.67
256,96,384,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,8,16,10.4387,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0307,50.63,666.27
256,104,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,94,8,11.0216,flydsl_gemm1_abf16_wbf16_bf16_t32x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0215,51.95,642.0
256,112,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,94,8,11.0969,flydsl_gemm1_abf16_wbf16_bf16_t32x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0221,55.56,648.53
256,120,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,94,8,11.1395,flydsl_gemm1_abf16_wbf16_bf16_t32x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0229,59.3,656.9
256,128,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,94,8,11.2331,flydsl_gemm1_abf16_wbf16_bf16_t32x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0215,62.73,662.18
256,136,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,110,8,11.6729,flydsl_gemm1_abf16_wbf16_bf16_t48x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0204,64.14,647.58
256,144,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,114,8,11.9446,flydsl_gemm2_abf16_wbf16_bf16_t48x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0193,66.37,642.97
256,168,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,110,8,12.5252,flydsl_gemm1_abf16_wbf16_bf16_t48x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0194,73.84,642.11
256,176,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,110,8,11.8383,flydsl_gemm1_abf16_wbf16_bf16_t48x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0197,81.84,689.57
256,184,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,114,8,12.28,flydsl_gemm2_abf16_wbf16_bf16_t48x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0199,82.49,674.61
256,192,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,110,8,12.6479,flydsl_gemm1_abf16_wbf16_bf16_t48x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0192,83.57,664.54
256,200,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,110,8,12.8579,flydsl_gemm1_abf16_wbf16_bf16_t48x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0199,85.63,663.08
256,208,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,110,8,13.0952,flydsl_gemm1_abf16_wbf16_bf16_t48x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0191,87.44,660.29
256,216,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,110,8,13.2288,flydsl_gemm1_abf16_wbf16_bf16_t48x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0199,89.89,662.76
256,224,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,114,8,13.2713,flydsl_gemm2_abf16_wbf16_bf16_t48x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0194,92.92,669.74
256,232,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,110,8,13.3433,flydsl_gemm1_abf16_wbf16_bf16_t48x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0197,95.72,675.18
256,240,384,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,3,6,13.8548,_ZN5aiter39bf16gemm_fp32bf16_tn_48x64_splitk_cleanE,0.0183,95.36,658.98
256,248,384,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,5,7,13.8532,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0202,98.55,667.77
256,256,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,98,8,13.8004,flydsl_gemm2_abf16_wbf16_bf16_t32x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0218,102.12,679.09
256,264,384,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,3,6,13.9183,_ZN5aiter39bf16gemm_fp32bf16_tn_48x64_splitk_cleanE,0.0186,104.42,682.01
256,272,384,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,3,6,14.0096,_ZN5aiter39bf16gemm_fp32bf16_tn_48x64_splitk_cleanE,0.0184,106.88,686.19
256,280,384,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,3,6,14.1257,_ZN5aiter39bf16gemm_fp32bf16_tn_48x64_splitk_cleanE,0.0183,109.12,689.11
256,288,384,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,3,6,14.1052,_ZN5aiter39bf16gemm_fp32bf16_tn_48x64_splitk_cleanE,0.0186,112.4,698.68
256,296,384,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,5,6,14.2077,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0186,114.69,702.14
256,304,384,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,5,7,14.2396,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.02,117.53,709.05
256,312,384,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,3,6,14.3559,_ZN5aiter39bf16gemm_fp32bf16_tn_48x64_splitk_cleanE,0.0191,119.64,711.73
256,320,384,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,3,6,14.3098,_ZN5aiter39bf16gemm_fp32bf16_tn_48x64_splitk_cleanE,0.0188,123.1,722.46
256,328,384,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,3,6,14.2619,_ZN5aiter39bf16gemm_fp32bf16_tn_48x64_splitk_cleanE,0.0184,126.61,733.36
256,336,384,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,3,5,14.1648,_ZN5aiter39bf16gemm_fp32bf16_tn_48x64_splitk_cleanE,0.0163,130.58,746.92
256,344,384,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,5,5,14.491,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0161,130.68,738.44
256,352,384,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,5,6,14.3505,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0186,135.03,754.09
256,360,384,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,5,6,14.3679,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0189,137.93,761.59
256,368,384,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,7,6,14.4915,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.0188,139.8,763.43
256,376,384,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,5,6,14.574,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0188,142.03,767.4
256,384,384,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,5,5,14.5331,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0161,145.46,777.88
256,392,384,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,5,5,14.7119,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0163,146.68,776.64
256,400,384,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,5,5,14.6915,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0162,149.88,785.94
256,408,384,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,5,5,14.6799,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0161,153,794.79
256,416,384,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,5,5,14.7425,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0161,155.34,799.61
256,424,384,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,5,5,15.0422,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.016,155.17,791.71
256,432,384,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,5,5,15.0528,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0163,157.99,799.18
256,440,384,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,5,5,14.8407,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0162,163.21,818.75
256,448,384,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,5,5,14.9732,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0163,164.71,819.57
256,456,384,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,5,5,15.3551,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0162,163.48,807.06
256,464,384,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,5,5,15.2807,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0164,167.16,818.89
256,472,384,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,5,5,15.3433,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0163,169.35,823.43
256,480,384,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,7,5,15.5644,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.0161,169.77,819.49
256,488,384,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,5,5,15.4836,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0163,173.5,831.58
256,496,384,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,7,5,15.7571,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.0162,173.29,824.81
256,504,384,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,7,5,15.5112,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.0162,178.87,845.68
256,512,384,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,7,5,15.7511,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.0162,178.94,840.47
256,1,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,142,8,9.7083,flydsl_gemm1_abf16_wbf16_bf16_t32x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0186,1.51,1513.8
256,2,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,142,8,9.772,flydsl_gemm1_abf16_wbf16_bf16_t32x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0229,3.0,1505.61
256,8,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,146,8,10.0099,flydsl_gemm2_abf16_wbf16_bf16_t32x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0214,11.73,1479.65
256,16,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,142,8,10.2826,flydsl_gemm1_abf16_wbf16_bf16_t32x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0225,22.84,1453.15
256,24,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,142,8,10.5401,flydsl_gemm1_abf16_wbf16_bf16_t32x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0218,33.43,1430.09
256,40,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,170,8,10.9606,flydsl_gemm2_abf16_wbf16_bf16_t48x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0195,53.57,1399.14
256,48,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,166,8,11.0739,flydsl_gemm1_abf16_wbf16_bf16_t48x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0186,63.63,1396.66
256,56,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,166,8,11.8367,flydsl_gemm1_abf16_wbf16_bf16_t48x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0195,69.45,1317.73
256,64,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,166,8,11.7358,flydsl_gemm1_abf16_wbf16_bf16_t48x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0204,80.06,1340.23
256,72,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,166,8,12.5798,flydsl_gemm1_abf16_wbf16_bf16_t48x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0195,84.02,1260.73
256,80,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,166,8,12.6801,flydsl_gemm1_abf16_wbf16_bf16_t48x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0198,92.62,1261.09
256,88,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,166,8,12.6066,flydsl_gemm1_abf16_wbf16_bf16_t48x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0193,102.47,1278.84
256,96,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,166,8,12.5229,flydsl_gemm1_abf16_wbf16_bf16_t48x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0193,112.54,1297.86
256,104,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,166,8,13.1431,flydsl_gemm1_abf16_wbf16_bf16_t48x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0189,116.16,1246.59
256,112,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,166,8,13.7829,flydsl_gemm1_abf16_wbf16_bf16_t48x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0191,119.29,1198.23
256,120,1024,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,5,7,14.3225,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0198,123,1162.24
256,128,1024,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,5,7,14.3408,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0202,131.03,1169.89
256,136,1024,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,3,5,14.5733,_ZN5aiter39bf16gemm_fp32bf16_tn_48x64_splitk_cleanE,0.0162,137,1160.22
256,144,1024,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,3,5,14.7506,_ZN5aiter39bf16gemm_fp32bf16_tn_48x64_splitk_cleanE,0.0163,143.31,1155.16
256,152,1024,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,7,7,14.8862,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.0199,149.9,1153.45
256,160,1024,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,7,6,14.9696,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.0184,156.91,1155.78
256,168,1024,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,5,5,14.9312,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0163,165.17,1167.53
256,176,1024,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,8,7,15.1905,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0199,170.09,1156.23
256,184,1024,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,5,5,15.2002,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0165,177.7,1164.11
256,192,1024,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,5,5,15.2816,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0162,184.44,1166.49
256,200,1024,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,7,5,15.6907,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.0163,187.12,1144.43
256,208,1024,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,7,5,15.6975,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.0161,194.52,1152.28
256,216,1024,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,7,5,15.688,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.0161,202.12,1161.33
256,224,1024,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,7,5,15.9319,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.0164,206.4,1151.78
256,232,1024,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,7,5,16.0455,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.0161,212.26,1151.8
256,240,1024,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,7,5,15.9381,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.0163,221.06,1167.78
256,248,1024,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,8,5,16.1335,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0162,225.66,1161.76
256,256,1024,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,8,5,16.2521,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0163,231.24,1161.35
256,264,1024,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,8,5,16.387,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0162,236.5,1159.79
256,272,1024,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,8,5,16.5602,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0162,241.12,1155.57
256,280,1024,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,8,5,16.6617,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0162,246.7,1156.4
256,288,1024,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,8,5,16.6314,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0162,254.21,1166.39
256,296,1024,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,7,4,17.4987,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.0138,248.32,1116.07
256,304,1024,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,7,4,17.54,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.0138,254.43,1120.91
256,312,1024,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,7,4,17.7732,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.0138,257.7,1113.58
256,320,1024,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,7,4,17.806,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.0138,263.82,1118.89
256,328,1024,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,8,4,18.0549,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0137,266.69,1110.72
256,336,1024,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,8,4,18.1264,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0138,272.12,1113.57
256,344,1024,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,8,4,18.2363,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0137,276.92,1114.05
256,376,1024,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,8,4,18.917,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0137,291.79,1101.68
256,384,1024,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,8,4,19.0033,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0139,296.64,1103.57
256,4,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,46,8,10.9514,flydsl_gemm1_abf16_wbf16_bf16_t32x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0206,11.06,2771.51
256,8,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,46,8,11.2432,flydsl_gemm1_abf16_wbf16_bf16_t32x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0201,21.54,2706.18
256,16,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,46,8,11.7724,flydsl_gemm1_abf16_wbf16_bf16_t32x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0219,41.15,2597.14
256,24,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,46,8,12.9132,flydsl_gemm1_abf16_wbf16_bf16_t32x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0225,56.27,2379.2
256,32,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,58,8,13.7083,flydsl_gemm2_abf16_wbf16_bf16_t48x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0226,70.68,2252.03
256,40,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,58,8,14.4116,flydsl_gemm2_abf16_wbf16_bf16_t48x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0199,84.04,2152.43
256,48,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,58,8,14.5566,flydsl_gemm2_abf16_wbf16_bf16_t48x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0189,99.84,2141.19
256,56,2112,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,5,7,15.2765,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0195,110.99,2050.01
256,72,2112,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,7,7,15.6467,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.0192,139.33,2020.49
256,88,2112,7168,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,8,7,16.2422,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0196,164.04,1964.69
256,360,4096,512,FALSE,torch.bfloat16,torch.bfloat16,FALSE,FALSE,asm,9,1,7.6864,_ZN5aiter37bf16gemm_fp32bf16_tn_96x64_pf3_splitkE,0,196.44,977.32
